Timestamp	thumbPCom	thumbYCom	indexCom	mrpCom	wristRotCom	wristFlexCom	humPosCom	elbowPosCom	humPos	elbowPos	wristRot	wristFlex	thumbYPos	thumbPPos	indexPos	mrpPos	indLatF	indTipF	midTipF	ringTipF	pinkTipF	palmDistF	palmProxF	handEdgeF	handDorsF	thumbUlF	thumbRaF	thumbTipF	thumbDorsF	indLatStat	indTipStat	midTipStat	ringTipStat	pinkTipStat	palmDistStat	palmProxStat	handEdgeStat	handDorsStat	thumbUlStat	thumbRaStat	thumbTipStat	thumbDorsStat	modeSelect	thumbP	thumbY	index	mrp	handOC	grip	wristRot	wristFlex	humPos	elbow	raw0	raw1	raw2	raw3	raw4	raw5	raw6	raw7	raw8	raw9	raw10	raw11	raw12	raw13	raw14	raw15	iEMG0	iEMG1	iEMG2	iEMG3	iEMG4	iEMG5	iEMG6	iEMG7	iEMG8	iEMG9	iEMG10	iEMG11	iEMG12	iEMG13	iEMG14	iEMG15	Trigger
1645393235.640279	2.502462093512488	2.529572770840198	2.9884265427643997	2.9884265427643997	0.8161843966305591	-0.264551152283704	6.216425084339786	4.557725742734922	92.15625	43.0625	5.515625	-3.921875	-0.046875	-0.0625	-0.046875	-0.296875	1.1	1.0	0.0	0.0	0.0	3.8	1.1	0.8	5.7	0.9	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	73	81	80	80	0	0	513	508	542	81	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	-0.0002819476132177854	161.64714239832594	9.939500668600931e-12	3.2033590726233857e-10	-1.5119400445608959e-09	0.009289280138223768	0.009036625130871266	120.90790288619047	325.4551834974321	-3.748611680729494e-10	8.133351404249448e-10	115.03811974459776	302.34735519165366	360.0465347839322	213.9566069550424	283.6466406196498	0
1645393235.689527	10.320938167675042	10.47997066934677	12.293374984303517	12.293374984303517	3.20653874829153	-1.0928682998722992	25.754527919919685	18.89381703738038	92.15625	43.0625	5.515625	-3.875	-0.125	-0.140625	-0.109375	-0.296875	1.1	1.0	0.0	0.0	0.0	3.0	1.0	0.0	5.8	0.9	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	146	180	177	177	0	0	520	501	639	179	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	-8.945854296084123e-05	170.34588464622806	-1.845907267025887e-11	-2.885295051228156e-10	-1.4551428978831763e-09	0.1342857868441353	0.03948669148783502	90.42788102018241	276.87927159004835	-1.442647525614078e-10	3.68045510471623e-10	107.4673768578885	193.44680085119447	293.23321000388785	218.39234027088702	253.8442162957196	0
1645393235.733025	20.591239988557934	21.052481543310744	24.42227093422799	24.42227093422799	5.926161215866111	-2.144371207911528	51.73647339268615	37.99306636033484	92.15625	43.0625	4.390625	-3.21875	0.03125	-0.0625	0.0	-0.296875	1.1	1.0	0.0	0.0	0.0	0.0	0.8	0.0	5.6	1.3	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	241	311	303	303	0	0	528	492	769	309	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	0.04024171051573064	183.75589559779604	0.0	2.8171384752148925e-10	6.815657601326352e-11	0.07178598151993802	0.014056862278462118	110.64563822360768	197.1411610681503	4.770960320928447e-11	5.906903254482839e-10	99.75717691989402	164.31552345354288	263.77729257178584	271.6240716339458	196.5257951391598	0
1645393235.829402	28.939823027760834	29.854718377138557	34.113815740038625	34.113815740038625	7.492636041983718	-2.838811669150195	73.36797041181802	53.9526721210218	92.15625	41.8125	4.390625	-2.125	4.4375	3.046875	4.65625	7.75	1.1	1.1	0.0	0.1	0.0	2.4	0.8	0.8	6.7	1.3	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	319	421	403	403	0	0	532	486	877	419	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	-0.0015737516182084926	154.3563586825095	-1.135942933554392e-11	-8.542290860329028e-10	0.0008009653239282922	0.002478922174147164	0.08720550362517791	146.6660767748658	285.13025125168843	-1.5221635309628853e-10	-1.2722560855809192e-10	87.28437498840194	144.91026656840057	177.82778992128013	584.2305708362206	149.2386478734926	0
1645393235.860397	34.11354512240837	35.55115407228064	39.90328081206172	39.90328081206172	7.765694938041785	-3.0034935945938246	87.36696113262968	64.33906734527848	92.15625	38.390625	4.515625	-2.078125	7.09375	5.703125	8.984375	14.078125	1.1	1.4	0.0	0.4	0.0	1.4	1.7	0.3	8.3	1.3	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	367	491	463	463	0	0	533	485	947	490	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	-0.0010229082454460245	203.81632715597507	3.180640213952298e-11	-4.975430048968238e-10	0.0005712543236800813	0.00654749594490248	0.11948445893835764	140.4321043673439	279.94091710955024	-2.4990744538196627e-10	-2.862576192557068e-10	76.84266925890107	160.8644272801684	183.7140364053718	568.267053102343	146.50064018155587	0
1645393235.919403	36.486549367029454	38.42849157397511	42.30464007466508	42.30464007466508	7.1809371818950085	-2.828114520534925	94.43801804304385	69.64286845506518	92.15625	35.703125	5.140625	-2.125	13.03125	11.5	19.765625	25.453125	1.3	1.6	0.0	0.8	0.0	5.9	0.6	5.2	7.5	1.3	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	390	527	488	488	0	0	531	487	983	526	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	0.004132610094317993	183.18763782612618	1.1132240748833043e-10	1.294974944252007e-10	0.007065646986815888	0.08457592806567155	0.06479318685413094	122.21122445175335	509.34719202845224	1.135942933554392e-12	-2.726263040530541e-10	83.95847116781147	250.64774864780608	234.30349935755916	364.4398756599162	183.13731353797326	0
1645393235.968401	36.99799365805908	39.36573447923194	42.504867174688734	42.504867174688734	6.25264571746661	-2.5660026282585138	96.74129248271248	71.45008745239622	92.15625	40.359375	5.640625	-2.171875	17.375	16.59375	28.921875	33.484375	1.3	1.6	0.0	0.7	0.0	0.0	0.7	0.0	7.5	1.2	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	394	539	490	490	0	0	529	489	986	538	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	0.023169504990456776	209.2188970327454	-9.371529201823734e-12	6.247686134549157e-10	0.0017900084024371067	-0.012477905753828877	0.10578257926964901	80.70640536981458	291.41362556935604	4.543771734217568e-11	-2.181010432424433e-10	128.16101583436395	262.8664700168994	327.50344507728994	250.47437873670268	190.54945728948638	0
1645393236.020657	36.56062305426597	39.24921532712277	41.63504888168007	41.63504888168007	5.348627136961064	-2.351458471801082	96.4549466664042	71.34660984692417	92.15625	40.5625	5.765625	-2.265625	22.09375	21.171875	37.609375	40.625	1.3	1.6	0.0	0.7	0.0	0.5	0.4	0.0	8.3	1.1	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	390	537	481	481	0	0	526	491	986	538	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	0.020120862492685864	256.3816476927391	-1.1927400802321117e-11	-1.1359429335543921e-10	-0.00032862185328868116	-0.0012742622448613534	0.012091703042977816	136.3795911037983	674.4169443732751	3.4305476593342643e-10	-1.3949379224047935e-09	101.35776941702174	305.1731385412592	212.7774868800697	360.83478266393803	271.53953454795493	0
1645393236.071651	35.8240536396728	38.72914083899517	40.48435878729295	40.48435878729295	4.648909314150988	-2.2334106878293873	95.17686361183064	70.46968869774565	92.15625	39.859375	5.765625	-2.359375	28.484375	26.796875	39.359375	41.328125	1.3	1.6	0.0	0.7	0.0	1.6	0.4	0.2	8.0	0.9	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	383	531	469	469	0	0	524	492	986	532	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	-0.0013763077170917373	329.187894004132	-8.349180561624781e-11	3.6122985287029667e-10	0.020808531205624026	0.00022770953241209232	0.12256162810293637	122.6587409491239	404.2193815664823	-1.9311029870424667e-11	5.089024342323677e-10	98.48950259612862	303.46430868245307	168.77498533840375	241.62583301229787	169.58197124362627	0
1645393236.118651	35.148163380285794	38.18280513139639	39.47818296904793	39.47818296904793	4.193181689693309	-2.2060203388108253	93.8342436104066	69.48410087049052	92.15625	39.78125	5.765625	-2.3125	32.53125	30.84375	39.296875	41.25	1.4	2.0	0.0	1.4	0.0	1.9	0.5	0.3	7.8	0.6	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	377	524	458	458	0	0	523	492	980	525	-3472.92431640625	12925.0283203125	-2850.115234375	-10582.3876953125	5611.7177734375	-7398.60546875	-10500.8486328125	7775.1875	1309783.25	-8213.4599609375	26973.90234375	-1948.89306640625	6332.1591796875	-1983.225341796875	10930.5380859375	3707.8857421875	-0.000976908188642136	296.3511089613579	-2.83985733388598e-12	4.998148907639325e-10	0.012083402394442085	7.565792852728598e-05	0.08709471244594623	111.42920261801598	276.86831520562464	6.020497547838277e-11	8.769479447039907e-10	113.8743394716166	277.18029318947924	179.01896669010912	258.2720643604644	130.40441862998503	0
